Strategy,Sharpe,Sortino,Calmar,MaxDD,HitRate,ProfitFactor,Turnover,Exposure
LSTM,3.3942775114429775,6.239147406046239,0.20599423163250738,-0.0758623949471237,0.5025156345511825,1.1105036969549056,0.07483425024686134,0.6884257300042319
XGBoost,-18.26713292802229,-24.854530087627353,-0.05819780153130329,-0.5909618842850867,0.3748300184008087,0.5575426958480141,0.29358439780420126,0.42458923489708966
LastPrice,-13.116171951667804,-16.665895520271086,-0.04664015962230122,-0.47020850308238843,0.38869103035702013,0.6672963420908694,0.5138354880617898,0.4971295065641585
BuyHold,0.7545850581906404,1.4751859449761455,0.008385501754375364,-0.21084091724555704,0.4946643281279716,1.036476843644634,,
